League_Name,Home_Team_Goal,Away_Team_Goal,Year
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,2,1,2013-01-01 00:00:00
Switzerland Super League,0,2,2013-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,4,0,2013-01-01 00:00:00
Switzerland Super League,1,0,2013-01-01 00:00:00
Switzerland Super League,1,0,2013-01-01 00:00:00
Switzerland Super League,2,0,2013-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,1,0,2013-01-01 00:00:00
Switzerland Super League,2,1,2013-01-01 00:00:00
Switzerland Super League,3,1,2013-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,4,2,2013-01-01 00:00:00
Switzerland Super League,1,3,2013-01-01 00:00:00
Switzerland Super League,3,2,2013-01-01 00:00:00
Switzerland Super League,0,0,2013-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,0,2,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,5,3,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,1,5,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,1,4,2014-01-01 00:00:00
Switzerland Super League,5,0,2014-01-01 00:00:00
Switzerland Super League,4,2,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,0,4,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,0,3,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,0,2,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,4,1,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,0,2,2014-01-01 00:00:00
Switzerland Super League,2,0,2013-01-01 00:00:00
Switzerland Super League,4,2,2013-01-01 00:00:00
Switzerland Super League,0,1,2013-01-01 00:00:00
Switzerland Super League,3,2,2013-01-01 00:00:00
Switzerland Super League,3,2,2013-01-01 00:00:00
Switzerland Super League,4,2,2014-01-01 00:00:00
Switzerland Super League,0,5,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,4,0,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,5,0,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,0,3,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,3,4,2014-01-01 00:00:00
Switzerland Super League,4,0,2014-01-01 00:00:00
Switzerland Super League,4,1,2014-01-01 00:00:00
Switzerland Super League,0,3,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,4,2,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,0,0,2013-01-01 00:00:00
Switzerland Super League,1,3,2013-01-01 00:00:00
Switzerland Super League,2,2,2013-01-01 00:00:00
Switzerland Super League,1,0,2013-01-01 00:00:00
Switzerland Super League,0,0,2013-01-01 00:00:00
Switzerland Super League,0,4,2013-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,2,0,2013-01-01 00:00:00
Switzerland Super League,1,2,2013-01-01 00:00:00
Switzerland Super League,1,1,2013-01-01 00:00:00
Switzerland Super League,1,2,2013-01-01 00:00:00
Switzerland Super League,1,2,2013-01-01 00:00:00
Switzerland Super League,0,0,2013-01-01 00:00:00
Switzerland Super League,0,0,2013-01-01 00:00:00
Switzerland Super League,0,1,2013-01-01 00:00:00
Switzerland Super League,4,1,2013-01-01 00:00:00
Switzerland Super League,4,1,2013-01-01 00:00:00
Switzerland Super League,2,1,2013-01-01 00:00:00
Switzerland Super League,3,1,2013-01-01 00:00:00
Switzerland Super League,0,1,2013-01-01 00:00:00
Switzerland Super League,2,2,2013-01-01 00:00:00
Switzerland Super League,1,2,2013-01-01 00:00:00
Switzerland Super League,2,1,2013-01-01 00:00:00
Switzerland Super League,1,3,2013-01-01 00:00:00
Switzerland Super League,1,2,2013-01-01 00:00:00
Switzerland Super League,0,2,2013-01-01 00:00:00
Switzerland Super League,2,1,2013-01-01 00:00:00
Switzerland Super League,0,2,2013-01-01 00:00:00
Switzerland Super League,0,0,2013-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,0,3,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,2,3,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,0,4,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,1,3,2014-01-01 00:00:00
Switzerland Super League,3,3,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,4,2,2014-01-01 00:00:00
Switzerland Super League,3,3,2014-01-01 00:00:00
Switzerland Super League,0,3,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,0,3,2014-01-01 00:00:00
Switzerland Super League,2,0,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,2,4,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,1,4,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,2,3,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,4,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,4,2,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,4,2,2015-01-01 00:00:00
Switzerland Super League,4,0,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,3,2,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,1,4,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,6,0,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,4,1,2015-01-01 00:00:00
Switzerland Super League,0,5,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,5,1,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,4,0,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,2,3,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,6,2,2015-01-01 00:00:00
Switzerland Super League,1,3,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,4,0,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,2,6,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,4,0,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,0,0,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,6,2,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,5,1,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,4,3,2015-01-01 00:00:00
Switzerland Super League,4,3,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,3,2,2015-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,4,1,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,1,0,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,4,0,2014-01-01 00:00:00
Switzerland Super League,0,2,2014-01-01 00:00:00
Switzerland Super League,1,2,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,2,3,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,0,2,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,0,2,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,1,1,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,2,1,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,2,2,2014-01-01 00:00:00
Switzerland Super League,4,1,2014-01-01 00:00:00
Switzerland Super League,3,1,2014-01-01 00:00:00
Switzerland Super League,3,2,2014-01-01 00:00:00
Switzerland Super League,3,0,2014-01-01 00:00:00
Switzerland Super League,0,0,2014-01-01 00:00:00
Switzerland Super League,0,1,2014-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,3,5,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,0,1,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,5,1,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,3,2,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,2,3,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,2,0,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,5,3,2015-01-01 00:00:00
Switzerland Super League,3,0,2015-01-01 00:00:00
Switzerland Super League,5,0,2015-01-01 00:00:00
Switzerland Super League,1,2,2015-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,2,1,2015-01-01 00:00:00
Switzerland Super League,4,1,2015-01-01 00:00:00
Switzerland Super League,3,1,2015-01-01 00:00:00
Switzerland Super League,2,2,2015-01-01 00:00:00
Switzerland Super League,0,2,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
Switzerland Super League,3,0,2016-01-01 00:00:00
Switzerland Super League,2,5,2016-01-01 00:00:00
Switzerland Super League,1,2,2016-01-01 00:00:00
Switzerland Super League,1,1,2016-01-01 00:00:00
Switzerland Super League,0,1,2016-01-01 00:00:00
Switzerland Super League,1,1,2015-01-01 00:00:00
Switzerland Super League,2,3,2015-01-01 00:00:00
Switzerland Super League,2,3,2015-01-01 00:00:00
Switzerland Super League,1,0,2015-01-01 00:00:00
